ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0010453	regulation of cell fate commitment	6/2551	36/18670	0.3684	0.5206	0.3174	HES1/RBPJ/FZD7/IL12RB1/LMO4/FGFR1	6
BP	GO:0071709	membrane assembly	6/2551	36/18670	0.3684	0.5206	0.3174	EPHB2/S100A10/CAV1/FLOT2/PSAP/UGCG	6
BP	GO:1903707	negative regulation of hemopoiesis	23/2551	155/18670	0.3687	0.5209	0.3176	ANXA1/HES1/INPP5D/LDB1/ADIPOQ/HLX/CUL4A/HSPA9/LAG3/IFNA2/IRF1/LILRB4/DPF2/CTNNB1/INHBA/ID2/CEACAM1/NF1/MEIS2/CCL3/ZBTB7B/NFE2L2/PAF1	23
BP	GO:0015850	organic hydroxy compound transport	38/2551	262/18670	0.3717	0.5249	0.32	NISCH/SPP1/AQP9/NPC1/PPARG/PINK1/PLTP/CAV1/RXRA/LRP1/ADIPOQ/SCARB1/SYK/MYB/SREBF2/OSBPL1A/OSBPL8/CLU/NPC2/STARD3/P2RX1/BMP6/SLC5A3/SLCO2B1/KDM5B/GPS2/SNCG/SLC6A2/CEACAM1/CD36/SYT11/ABCG1/CXCL12/GAL/MSR1/RALBP1/RBP4/LRP6	38
BP	GO:0031279	regulation of cyclase activity	7/2551	43/18670	0.3718	0.5249	0.32	GNAI2/ADORA2B/TIMP2/MAPK3/MAPK14/STIM1/NF1	7
BP	GO:0072348	sulfur compound transport	7/2551	43/18670	0.3718	0.5249	0.32	ABCD1/SLC1A4/ABCC1/CTNS/SLC7A11/SLC33A1/SLC1A1	7
BP	GO:0086004	regulation of cardiac muscle cell contraction	7/2551	43/18670	0.3718	0.5249	0.32	ATP1A1/CAV1/PDE4D/SUMO1/PLN/JUP/GJA5	7
BP	GO:0006342	chromatin silencing	18/2551	120/18670	0.3733	0.5268	0.3212	TRIM28/HIRA/PHF2/DNMT1/PCGF1/MBD2/MORF4L2/MBD3/EZH1/HDAC1/SETDB1/CTBP1/FAM172A/MPHOSPH8/ARID1A/RRP8/MORC2/PPM1D	18
BP	GO:0070534	protein K63-linked ubiquitination	8/2551	50/18670	0.374	0.5273	0.3215	TRIM27/ITCH/WWP2/PRPF19/RNF126/GPS2/PTPN22/TRAF6	8
BP	GO:0033344	cholesterol efflux	9/2551	57/18670	0.3753	0.5273	0.3215	NPC1/PLTP/LRP1/ADIPOQ/SCARB1/SREBF2/NPC2/GPS2/ABCG1	9
BP	GO:0075733	intracellular transport of virus	9/2551	57/18670	0.3753	0.5273	0.3215	NUP50/KPNA2/UBC/RPS27A/RAE1/RAN/BST2/KPNA3/TPR	9
BP	GO:0046503	glycerolipid catabolic process	10/2551	64/18670	0.3761	0.5273	0.3215	INPP5F/SCARB1/PLA2G15/LPL/PNPLA6/MGLL/ABHD5/FABP5/PLA2G4A/GDE1	10
BP	GO:0008589	regulation of smoothened signaling pathway	12/2551	78/18670	0.3765	0.5273	0.3215	POR/MEGF8/CREBBP/CHSY1/ZIC1/FGF9/RB1/PRKACB/ENPP1/MGRN1/RORA/PDCL	12
BP	GO:0030433	ubiquitin-dependent ERAD pathway	12/2551	78/18670	0.3765	0.5273	0.3215	HSPA13/UBE2J1/BAG6/OS9/CAV1/RNF103/UBE2G2/UBE4B/PSMC6/EDEM1/BCAP31/NFE2L2	12
BP	GO:0048285	organelle fission	64/2551	449/18670	0.3769	0.5273	0.3215	IGF1/CKS2/ATM/HIRA/CCNA1/RPL24/BAG6/PHB2/CHMP2B/PIN1/PINK1/PPP2R1A/ANAPC15/NCAPD2/PEX11B/NUMA1/KLHDC3/STAT2/ZNF207/CUL9/PTTG1/HSF1/ESPL1/ANAPC5/MAD2L1/MLH3/MAD2L1BP/ERCC4/RHOA/PDGFB/PSMC3IP/SH2B1/TOP2B/EREG/MX2/SPAG5/RB1/CHEK1/KIF22/HSPA1B/NDEL1/ACOT8/NCAPD3/RAD21/CD28/RAN/SMC2/TPR/GOLGA2/FANCA/MYBL1/CUL7/CLASP1/MX1/CDC25B/CHMP7/RAD51/AKAP8/RRS1/CCNB1/KIF14/PSMD13/CENPF/CDC6	64
BP	GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	3/2551	16/18670	0.3769	0.5273	0.3215	CSTF2/CPSF4/RTCB	3
BP	GO:0002739	regulation of cytokine secretion involved in immune response	3/2551	16/18670	0.3769	0.5273	0.3215	MAPK3/TNFRSF14/MAPK14	3
BP	GO:0006086	acetyl-CoA biosynthetic process from pyruvate	3/2551	16/18670	0.3769	0.5273	0.3215	GSTZ1/PDK2/PDHB	3
BP	GO:0010934	macrophage cytokine production	3/2551	16/18670	0.3769	0.5273	0.3215	GAS6/TGFB2/CD36	3
BP	GO:0014067	negative regulation of phosphatidylinositol 3-kinase signaling	3/2551	16/18670	0.3769	0.5273	0.3215	TSC2/KLF4/PIK3IP1	3
BP	GO:0014744	positive regulation of muscle adaptation	3/2551	16/18670	0.3769	0.5273	0.3215	AIF1/MTOR/FOXO3	3
BP	GO:0015074	DNA integration	3/2551	16/18670	0.3769	0.5273	0.3215	BANF1/RLF/ZNF91	3
BP	GO:0016540	protein autoprocessing	3/2551	16/18670	0.3769	0.5273	0.3215	CAPN2/PARP1/CTSE	3
BP	GO:0032225	regulation of synaptic transmission, dopaminergic	3/2551	16/18670	0.3769	0.5273	0.3215	ARRB2/PINK1/PTGS2	3
BP	GO:0033033	negative regulation of myeloid cell apoptotic process	3/2551	16/18670	0.3769	0.5273	0.3215	MIF/APOH/CCR5	3
BP	GO:0034975	protein folding in endoplasmic reticulum	3/2551	16/18670	0.3769	0.5273	0.3215	EMC1/PDIA3/SUCO	3
BP	GO:0035461	vitamin transmembrane transport	3/2551	16/18670	0.3769	0.5273	0.3215	FOLR2/SCARB1/SLC23A2	3
BP	GO:0036124	histone H3-K9 trimethylation	3/2551	16/18670	0.3769	0.5273	0.3215	ARID4B/LMNA/ARID4A	3
BP	GO:0042033	chemokine biosynthetic process	3/2551	16/18670	0.3769	0.5273	0.3215	AZU1/IFNG/HMOX1	3
BP	GO:0042222	interleukin-1 biosynthetic process	3/2551	16/18670	0.3769	0.5273	0.3215	TYROBP/AZU1/IFNG	3
BP	GO:0043031	negative regulation of macrophage activation	3/2551	16/18670	0.3769	0.5273	0.3215	GRN/CST7/CD200	3
BP	GO:0044827	modulation by host of viral genome replication	3/2551	16/18670	0.3769	0.5273	0.3215	VAPA/YTHDC2/IFI27	3
BP	GO:0045623	negative regulation of T-helper cell differentiation	3/2551	16/18670	0.3769	0.5273	0.3215	ANXA1/HLX/ZBTB7B	3
BP	GO:0046519	sphingoid metabolic process	3/2551	16/18670	0.3769	0.5273	0.3215	ASAH1/SPHK2/KDSR	3
BP	GO:0048012	hepatocyte growth factor receptor signaling pathway	3/2551	16/18670	0.3769	0.5273	0.3215	HGF/MET/RAC1	3
BP	GO:0048385	regulation of retinoic acid receptor signaling pathway	3/2551	16/18670	0.3769	0.5273	0.3215	CNOT1/SNW1/ASXL1	3
BP	GO:0050655	dermatan sulfate proteoglycan metabolic process	3/2551	16/18670	0.3769	0.5273	0.3215	VCAN/B3GAT3/NCAN	3
BP	GO:0050755	chemokine metabolic process	3/2551	16/18670	0.3769	0.5273	0.3215	AZU1/IFNG/HMOX1	3
BP	GO:0051503	adenine nucleotide transport	3/2551	16/18670	0.3769	0.5273	0.3215	ABCD1/SLC25A6/SLC33A1	3
BP	GO:0060965	negative regulation of gene silencing by miRNA	3/2551	16/18670	0.3769	0.5273	0.3215	PPARG/TP53/NCOR2	3
BP	GO:0071786	endoplasmic reticulum tubular network organization	3/2551	16/18670	0.3769	0.5273	0.3215	RAB3GAP1/RTN4/ARL6IP1	3
BP	GO:0072224	metanephric glomerulus development	3/2551	16/18670	0.3769	0.5273	0.3215	LAMB2/ADIPOQ/PDGFB	3
BP	GO:0090036	regulation of protein kinase C signaling	3/2551	16/18670	0.3769	0.5273	0.3215	VEGFA/SPHK2/GPD1L	3
BP	GO:0099170	postsynaptic modulation of chemical synaptic transmission	3/2551	16/18670	0.3769	0.5273	0.3215	CYFIP1/EIF4A3/EIF4E	3
BP	GO:1902001	fatty acid transmembrane transport	3/2551	16/18670	0.3769	0.5273	0.3215	AKT1/THBS1/AKT2	3
BP	GO:1902166	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	3/2551	16/18670	0.3769	0.5273	0.3215	MIF/CD44/KDM1A	3
BP	GO:2000651	positive regulation of sodium ion transmembrane transporter activity	3/2551	16/18670	0.3769	0.5273	0.3215	KIF5B/DNM2/ACTN4	3
BP	GO:2000846	regulation of corticosteroid hormone secretion	3/2551	16/18670	0.3769	0.5273	0.3215	CRY1/BMP6/GAL	3
BP	GO:0099643	signal release from synapse	25/2551	170/18670	0.3784	0.5292	0.3226	PIP5K1C/ADORA2B/PPFIA1/NAAA/RAP1B/STX3/HSPA8/PREPL/RAB3GAP1/PFN2/SNAP23/P2RX1/SCRIB/UNC13B/APBA1/CHRNA5/VAMP2/PPT1/SNCG/GIPC1/NF1/SYT11/STX11/NAPA/TRIM9	25
BP	GO:0008544	epidermis development	66/2551	464/18670	0.3814	0.5332	0.3251	ANXA1/MAFF/HES1/RBPJ/TXNIP/CELSR1/CAPNS1/MYO7A/CTSK/ROCK1/ASAH1/WAS/PI3/NUMA1/CASP3/PPARD/FLNB/LDB1/CLIC4/MED1/HDAC1/ALDH3A2/KLF4/PALLD/SOS1/NAB1/SCRIB/EMP1/EREG/MYO5A/PIP5K1A/FLOT2/ATP7A/PDGFA/TP63/CAPN1/FOSL2/CTNNB1/MAP2K1/PSAP/KRT2/TCHH/INHBA/NSDHL/TGFB2/KRT5/SEC24B/UGCG/MYCL/TRADD/FGFR1/JUP/EXPH5/NF1/FGF7/TRIOBP/FZD6/GAL/CTSL/FABP5/PPARA/ROCK2/PRKCH/LHX2/SPRR2D/CYP27B1	66
BP	GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	37/2551	256/18670	0.3827	0.5349	0.3261	PTGIR/ANXA1/GNAI2/ADORA2B/CXCL9/RAPGEF2/HRH1/ADCY3/MARCO/ATP2B4/AKAP13/ADM/RGS1/HTR2B/NPY1R/PDE4D/PLN/GNAS/GSK3A/PTGER3/FPR2/GCGR/GNAI1/CALCRL/ADCY9/GNA12/PSAP/GCG/PRKACB/ADCYAP1/CCL2/RGS2/EDNRA/NPY/MC5R/PTGER2/GNAO1	37
BP	GO:0072006	nephron development	21/2551	142/18670	0.3835	0.536	0.3268	NID1/HES1/BASP1/ILK/LAMB2/VEGFA/CTNNBIP1/MPV17/NOTCH3/ADIPOQ/PECAM1/MTSS1/PDGFB/CFLAR/MAGED1/FGF1/CTNNB1/STAT1/MYO1E/COL4A4/SALL1	21
BP	GO:0010324	membrane invagination	20/2551	135/18670	0.3848	0.5376	0.3277	PPARG/MARCO/ITGAM/AIF1/SH3BP1/TRBC1/ELMO1/THBS1/HGS/CDC42/RHOBTB1/RHOA/ITGB2/NCKAP1L/ALOX15/MYH9/CD36/CD300A/SYT11/MSR1	20
BP	GO:1903322	positive regulation of protein modification by small protein conjugation or removal	20/2551	135/18670	0.3848	0.5376	0.3277	MTA1/RAB1A/ARRB2/PIN1/PINK1/CAV1/ARNT/BIRC3/RNF40/TANK/CRY1/MALT1/GSK3A/GORASP1/PDCD6/PTPN22/GOLGA2/TRAF6/RWDD3/KDM1A	20
BP	GO:0000280	nuclear division	58/2551	407/18670	0.3855	0.5381	0.328	IGF1/CKS2/ATM/HIRA/CCNA1/RPL24/BAG6/PHB2/CHMP2B/PIN1/PPP2R1A/ANAPC15/NCAPD2/NUMA1/KLHDC3/ZNF207/CUL9/PTTG1/HSF1/ESPL1/ANAPC5/MAD2L1/MLH3/MAD2L1BP/ERCC4/RHOA/PDGFB/PSMC3IP/SH2B1/TOP2B/EREG/SPAG5/RB1/CHEK1/KIF22/HSPA1B/NDEL1/NCAPD3/RAD21/CD28/RAN/SMC2/TPR/GOLGA2/FANCA/MYBL1/CUL7/CLASP1/CDC25B/CHMP7/RAD51/AKAP8/RRS1/CCNB1/KIF14/PSMD13/CENPF/CDC6	58
BP	GO:0009068	aspartate family amino acid catabolic process	4/2551	23/18670	0.3867	0.5381	0.328	GCDH/ALDH7A1/AASS/CRYM	4
BP	GO:0015740	C4-dicarboxylate transport	4/2551	23/18670	0.3867	0.5381	0.328	SLC25A11/SLC25A13/SLC1A3/SLC1A1	4
BP	GO:0030539	male genitalia development	4/2551	23/18670	0.3867	0.5381	0.328	SRD5A1/BMP6/CTNNB1/BMP5	4
BP	GO:0032098	regulation of appetite	4/2551	23/18670	0.3867	0.5381	0.328	NUCB2/NENF/PPARA/NPY	4
BP	GO:0032401	establishment of melanosome localization	4/2551	23/18670	0.3867	0.5381	0.328	RAB11B/RAB1A/RAB27A/MYO5A	4
BP	GO:0035561	regulation of chromatin binding	4/2551	23/18670	0.3867	0.5381	0.328	MBD2/CTNNB1/DDX11/KDM1A	4
BP	GO:0042401	cellular biogenic amine biosynthetic process	4/2551	23/18670	0.3867	0.5381	0.328	OAZ2/SMS/OAZ3/AMD1	4
BP	GO:0043576	regulation of respiratory gaseous exchange	4/2551	23/18670	0.3867	0.5381	0.328	NR4A2/FTO/GLS/SLC5A3	4
BP	GO:0045109	intermediate filament organization	4/2551	23/18670	0.3867	0.5381	0.328	VIM/NEFH/KRT2/TCHH	4
BP	GO:0051004	regulation of lipoprotein lipase activity	4/2551	23/18670	0.3867	0.5381	0.328	APOH/LPL/SORT1/ABHD5	4
BP	GO:0051151	negative regulation of smooth muscle cell differentiation	4/2551	23/18670	0.3867	0.5381	0.328	DNMT1/PDGFB/EREG/FGF9	4
BP	GO:0051589	negative regulation of neurotransmitter transport	4/2551	23/18670	0.3867	0.5381	0.328	RAP1B/RGS2/NF1/SYT11	4
BP	GO:0060479	lung cell differentiation	4/2551	23/18670	0.3867	0.5381	0.328	RBPJ/CREB1/GATA6/CTNNB1	4
BP	GO:0072243	metanephric nephron epithelium development	4/2551	23/18670	0.3867	0.5381	0.328	HES1/LAMB2/ADIPOQ/STAT1	4
BP	GO:1900746	regulation of vascular endothelial growth factor signaling pathway	4/2551	23/18670	0.3867	0.5381	0.328	CD63/SPRY2/ADAMTS3/ROBO1	4
BP	GO:1903429	regulation of cell maturation	4/2551	23/18670	0.3867	0.5381	0.328	PPP2R1A/MTOR/GAL/KIF14	4
BP	GO:2000637	positive regulation of gene silencing by miRNA	4/2551	23/18670	0.3867	0.5381	0.328	TP53/DHX9/MAP2K2/MAP2K1	4
BP	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	32/2551	221/18670	0.3903	0.543	0.331	PTGIR/GNAI2/ADORA2B/CXCL9/RAPGEF2/ADCY3/MARCO/ATP2B4/AKAP13/ADM/RGS1/NPY1R/PDE4D/PLN/GNAS/GSK3A/PTGER3/FPR2/GCGR/GNAI1/CALCRL/ADCY9/GNA12/PSAP/GCG/PRKACB/ADCYAP1/RGS2/EDNRA/MC5R/PTGER2/GNAO1	32
BP	GO:0034243	regulation of transcription elongation from RNA polymerase II promoter	5/2551	30/18670	0.3916	0.544	0.3316	SUPT6H/GTF2F1/NELFB/RECQL5/PAF1	5
BP	GO:0045939	negative regulation of steroid metabolic process	5/2551	30/18670	0.3916	0.544	0.3316	ATP1A1/SCAP/BMP5/GFI1/CYP27B1	5
BP	GO:0045954	positive regulation of natural killer cell mediated cytotoxicity	5/2551	30/18670	0.3916	0.544	0.3316	VAV1/CRTAM/LAG3/PVR/RASGRP1	5
BP	GO:0070979	protein K11-linked ubiquitination	5/2551	30/18670	0.3916	0.544	0.3316	UBE2D3/ANAPC13/ANAPC5/UBE2H/CDC16	5
BP	GO:0071549	cellular response to dexamethasone stimulus	5/2551	30/18670	0.3916	0.544	0.3316	SRD5A1/DDIT4/NR3C1/CFLAR/EIF4E	5
BP	GO:1905144	response to acetylcholine	5/2551	30/18670	0.3916	0.544	0.3316	GNAI2/AGRN/ATP2B4/RGS10/ROCK2	5
BP	GO:1905145	cellular response to acetylcholine	5/2551	30/18670	0.3916	0.544	0.3316	GNAI2/AGRN/ATP2B4/RGS10/ROCK2	5
BP	GO:0003073	regulation of systemic arterial blood pressure	14/2551	93/18670	0.392	0.5444	0.3319	PLCB3/SLC2A5/ADM/PDE4D/ACE/GAS6/GSK3A/RHOA/PDGFB/CTSZ/MME/GJA5/CYP4F2/F2R	14
BP	GO:0031076	embryonic camera-type eye development	6/2551	37/18670	0.3942	0.5469	0.3334	HIPK1/SOX11/ALDH1A3/ARID1A/FZD5/LRP6	6
BP	GO:0046006	regulation of activated T cell proliferation	6/2551	37/18670	0.3942	0.5469	0.3334	IGF1/PRNP/CASP3/IL12RB1/FADD/LGALS9	6
BP	GO:0071542	dopaminergic neuron differentiation	6/2551	37/18670	0.3942	0.5469	0.3334	NR4A2/VEGFA/CTNNB1/FOXA2/RYK/LRP6	6
BP	GO:1903514	release of sequestered calcium ion into cytosol by endoplasmic reticulum	6/2551	37/18670	0.3942	0.5469	0.3334	PDE4D/GSTO1/PLN/CCR5/FASLG/CCL3	6
BP	GO:0031123	RNA 3'-end processing	22/2551	150/18670	0.3949	0.5478	0.334	SUPT5H/SRSF7/PAPOLA/CSTF2T/ZC3H3/HSF1/EIF4A3/RNF40/PARN/RPS21/CSTF2/CPSF4/ELAC2/SNRPA/INTS1/EXOSC2/SYMPK/RPRD2/CCNB1/PAF1/U2AF1/ERI3	22
BP	GO:0003197	endocardial cushion development	7/2551	44/18670	0.3955	0.5478	0.334	RBPJ/ENG/ACVR1/BMP5/ROBO1/TGFB2/MDM4	7
BP	GO:0044331	cell-cell adhesion mediated by cadherin	7/2551	44/18670	0.3955	0.5478	0.334	ADAM19/VEGFA/BMP6/EPCAM/PPM1F/FOXA2/CDH11	7
BP	GO:0050654	chondroitin sulfate proteoglycan metabolic process	7/2551	44/18670	0.3955	0.5478	0.334	VCAN/CHSY1/CHST15/HEXA/B3GAT3/IDS/NCAN	7
BP	GO:1903573	negative regulation of response to endoplasmic reticulum stress	7/2551	44/18670	0.3955	0.5478	0.334	UBE2J1/OS9/GRINA/CLU/XBP1/UBE2G2/UBXN1	7
BP	GO:0051187	cofactor catabolic process	10/2551	65/18670	0.3955	0.5478	0.334	BLVRB/CAT/AHCY/GPX1/GPX3/ABCD1/BLVRA/HMOX1/NNT/CYP4F2	10
BP	GO:1901016	regulation of potassium ion transmembrane transporter activity	10/2551	65/18670	0.3955	0.5478	0.334	ATP1B3/FHL1/CAV1/OXSR1/WWP2/SUMO1/VAMP2/DNM2/NEDD4L/GAL	10
BP	GO:0031050	dsRNA processing	8/2551	51/18670	0.3959	0.5482	0.3342	TP53/MAP2K2/ADAR/TARBP2/MAP2K1/TSNAX/SRRT/NCOR2	8
BP	GO:0070918	production of small RNA involved in gene silencing by RNA	8/2551	51/18670	0.3959	0.5482	0.3342	TP53/MAP2K2/ADAR/TARBP2/MAP2K1/TSNAX/SRRT/NCOR2	8
BP	GO:0032259	methylation	52/2551	366/18670	0.4028	0.5498	0.3352	TRIM28/SUPT6H/HNMT/ASMTL/MGMT/METTL7A/DNMT1/BTG1/SPI1/AHCY/MBD2/CMTR1/COMT/MBD3/MAT2A/EHMT2/ZC3H13/RLF/EZH1/SETDB1/MYB/GSTO1/TRMT1/JARID2/GNAS/KMT2B/MTF2/SMYD5/PEMT/SNW1/METTL18/PARP1/CTNNB1/GCG/PHF1/ARID4B/MPHOSPH8/LMNA/ARID4A/NOP2/MEN1/CARM1/MTRR/RRP8/CTCF/ICMT/GFI1/PPM1D/PAF1/MTHFR/GSPT1/KDM1A	52
BP	GO:0006821	chloride transport	16/2551	108/18670	0.4048	0.5498	0.3352	P2RY6/PRNP/SLC1A4/CLIC1/CLNS1A/CLIC4/SLC12A2/CLCN7/PTAFR/BEST1/GABRG2/SLC1A3/GLRA3/SLC1A1/SLC12A1/GABRB3	16
BP	GO:0001787	natural killer cell proliferation	2/2551	10/18670	0.4057	0.5498	0.3352	IL15/PTPN22	2
BP	GO:0001820	serotonin secretion	2/2551	10/18670	0.4057	0.5498	0.3352	SYK/P2RX1	2
BP	GO:0003376	sphingosine-1-phosphate receptor signaling pathway	2/2551	10/18670	0.4057	0.5498	0.3352	EZR/SPHK2	2
BP	GO:0006171	cAMP biosynthetic process	2/2551	10/18670	0.4057	0.5498	0.3352	ADCY3/ADCY9	2
BP	GO:0006285	base-excision repair, AP site formation	2/2551	10/18670	0.4057	0.5498	0.3352	MPG/MBD4	2
BP	GO:0006547	histidine metabolic process	2/2551	10/18670	0.4057	0.5498	0.3352	HNMT/MTHFD1	2
BP	GO:0006560	proline metabolic process	2/2551	10/18670	0.4057	0.5498	0.3352	OAT/PRODH	2
BP	GO:0006971	hypotonic response	2/2551	10/18670	0.4057	0.5498	0.3352	OXSR1/MYLK	2
BP	GO:0007028	cytoplasm organization	2/2551	10/18670	0.4057	0.5498	0.3352	KIF5B/SOS1	2
BP	GO:0008343	adult feeding behavior	2/2551	10/18670	0.4057	0.5498	0.3352	USP46/NPY	2
BP	GO:0009157	deoxyribonucleoside monophosphate biosynthetic process	2/2551	10/18670	0.4057	0.5498	0.3352	DUT/DGUOK	2
BP	GO:0010587	miRNA catabolic process	2/2551	10/18670	0.4057	0.5498	0.3352	SND1/PARN	2
BP	GO:0010739	positive regulation of protein kinase A signaling	2/2551	10/18670	0.4057	0.5498	0.3352	MIF/ADIPOQ	2
BP	GO:0010944	negative regulation of transcription by competitive promoter binding	2/2551	10/18670	0.4057	0.5498	0.3352	CREB1/HHEX	2
BP	GO:0014877	response to muscle inactivity involved in regulation of muscle adaptation	2/2551	10/18670	0.4057	0.5498	0.3352	UTRN/MTMR4	2
BP	GO:0014894	response to denervation involved in regulation of muscle adaptation	2/2551	10/18670	0.4057	0.5498	0.3352	UTRN/MTMR4	2
BP	GO:0015809	arginine transport	2/2551	10/18670	0.4057	0.5498	0.3352	CLN3/SLC7A1	2
BP	GO:0016559	peroxisome fission	2/2551	10/18670	0.4057	0.5498	0.3352	PEX11B/ACOT8	2
BP	GO:0018065	protein-cofactor linkage	2/2551	10/18670	0.4057	0.5498	0.3352	LIPT1/CTH	2
BP	GO:0018242	protein O-linked glycosylation via serine	2/2551	10/18670	0.4057	0.5498	0.3352	GALNT3/GALNT2	2
BP	GO:0019062	virion attachment to host cell	2/2551	10/18670	0.4057	0.5498	0.3352	HSP90AB1/GAS6	2
BP	GO:0021548	pons development	2/2551	10/18670	0.4057	0.5498	0.3352	SCRIB/SEC24B	2
BP	GO:0021924	cell proliferation in external granule layer	2/2551	10/18670	0.4057	0.5498	0.3352	RERE/RORA	2
BP	GO:0021930	cerebellar granule cell precursor proliferation	2/2551	10/18670	0.4057	0.5498	0.3352	RERE/RORA	2
BP	GO:0032341	aldosterone metabolic process	2/2551	10/18670	0.4057	0.5498	0.3352	BMP6/BMP5	2
BP	GO:0032342	aldosterone biosynthetic process	2/2551	10/18670	0.4057	0.5498	0.3352	BMP6/BMP5	2
BP	GO:0032463	negative regulation of protein homooligomerization	2/2551	10/18670	0.4057	0.5498	0.3352	RIOK3/CLU	2
BP	GO:0032464	positive regulation of protein homooligomerization	2/2551	10/18670	0.4057	0.5498	0.3352	CLU/RHOC	2
BP	GO:0033182	regulation of histone ubiquitination	2/2551	10/18670	0.4057	0.5498	0.3352	RNF40/KDM1A	2
BP	GO:0034085	establishment of sister chromatid cohesion	2/2551	10/18670	0.4057	0.5498	0.3352	RB1/DDX11	2
BP	GO:0034427	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	2/2551	10/18670	0.4057	0.5498	0.3352	SKIV2L/EXOSC2	2
BP	GO:0034447	very-low-density lipoprotein particle clearance	2/2551	10/18670	0.4057	0.5498	0.3352	LRPAP1/VLDLR	2
BP	GO:0034650	cortisol metabolic process	2/2551	10/18670	0.4057	0.5498	0.3352	BMP5/DGKQ	2
BP	GO:0034770	histone H4-K20 methylation	2/2551	10/18670	0.4057	0.5498	0.3352	ARID4B/ARID4A	2
BP	GO:0035646	endosome to melanosome transport	2/2551	10/18670	0.4057	0.5498	0.3352	CD63/AP3D1	2
BP	GO:0035672	oligopeptide transmembrane transport	2/2551	10/18670	0.4057	0.5498	0.3352	ABCC1/SLC7A11	2
BP	GO:0036500	ATF6-mediated unfolded protein response	2/2551	10/18670	0.4057	0.5498	0.3352	DDIT3/XBP1	2
BP	GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	2/2551	10/18670	0.4057	0.5498	0.3352	COL4A1/SYK	2
BP	GO:0039530	MDA-5 signaling pathway	2/2551	10/18670	0.4057	0.5498	0.3352	RIOK3/IRF3	2
BP	GO:0042428	serotonin metabolic process	2/2551	10/18670	0.4057	0.5498	0.3352	SRD5A1/ATP7A	2
BP	GO:0042758	long-chain fatty acid catabolic process	2/2551	10/18670	0.4057	0.5498	0.3352	ABCD1/CYP4F2	2
BP	GO:0042891	antibiotic transport	2/2551	10/18670	0.4057	0.5498	0.3352	SLC25A1/RALBP1	2
BP	GO:0042989	sequestering of actin monomers	2/2551	10/18670	0.4057	0.5498	0.3352	TMSB10/TMSB4X	2
BP	GO:0043485	endosome to pigment granule transport	2/2551	10/18670	0.4057	0.5498	0.3352	CD63/AP3D1	2
BP	GO:0044351	macropinocytosis	2/2551	10/18670	0.4057	0.5498	0.3352	DOCK2/DNM2	2
BP	GO:0044359	modulation of molecular function in other organism	2/2551	10/18670	0.4057	0.5498	0.3352	SCRIB/PTX3	2
BP	GO:0044557	relaxation of smooth muscle	2/2551	10/18670	0.4057	0.5498	0.3352	ADORA2B/RGS2	2
BP	GO:0045741	positive regulation of epidermal growth factor-activated receptor activity	2/2551	10/18670	0.4057	0.5498	0.3352	EREG/ADAM17	2
BP	GO:0045945	positive regulation of transcription by RNA polymerase III	2/2551	10/18670	0.4057	0.5498	0.3352	CEBPA/MTOR	2
BP	GO:0046485	ether lipid metabolic process	2/2551	10/18670	0.4057	0.5498	0.3352	FASN/PEX7	2
BP	GO:0048149	behavioral response to ethanol	2/2551	10/18670	0.4057	0.5498	0.3352	CRHBP/USP46	2
BP	GO:0048304	positive regulation of isotype switching to IgG isotypes	2/2551	10/18670	0.4057	0.5498	0.3352	CD28/MSH2	2
BP	GO:0048757	pigment granule maturation	2/2551	10/18670	0.4057	0.5498	0.3352	CD63/AP3D1	2
BP	GO:0051006	positive regulation of lipoprotein lipase activity	2/2551	10/18670	0.4057	0.5498	0.3352	APOH/ABHD5	2
BP	GO:0051014	actin filament severing	2/2551	10/18670	0.4057	0.5498	0.3352	FMNL1/MYH9	2
BP	GO:0051133	regulation of NK T cell activation	2/2551	10/18670	0.4057	0.5498	0.3352	CD300A/ZBTB7B	2
BP	GO:0051231	spindle elongation	2/2551	10/18670	0.4057	0.5498	0.3352	PPP2R1A/NUMA1	2
BP	GO:0051901	positive regulation of mitochondrial depolarization	2/2551	10/18670	0.4057	0.5498	0.3352	MLLT11/PARP1	2
BP	GO:0052205	modulation of molecular function in other organism involved in symbiotic interaction	2/2551	10/18670	0.4057	0.5498	0.3352	SCRIB/PTX3	2
BP	GO:0060281	regulation of oocyte development	2/2551	10/18670	0.4057	0.5498	0.3352	IGF1/PPP2R1A	2
BP	GO:0060768	regulation of epithelial cell proliferation involved in prostate gland development	2/2551	10/18670	0.4057	0.5498	0.3352	STK11/CTNNB1	2
BP	GO:0060923	cardiac muscle cell fate commitment	2/2551	10/18670	0.4057	0.5498	0.3352	RBPJ/ACVR1	2
BP	GO:0061299	retina vasculature morphogenesis in camera-type eye	2/2551	10/18670	0.4057	0.5498	0.3352	COL4A1/CYP1B1	2
